Product,Total Sale,Date, Region
periwinkle morsel,648.75,2018-05-31,west
vermilion morsel,2854.28,2018-05-31,north
vermilion morsel,2814.36,2018-05-31,south
vermilion morsel,2899.19,2018-05-31,east
vermilion morsel,2689.61,2018-05-31,west
lapis morsel,1066.64,2018-05-31,north
lapis morsel,1098.48,2018-05-31,south
lapis morsel,1062.66,2018-05-31,east
lapis morsel,1122.36,2018-05-31,west
pink morsel,1794.0,2018-06-01,north
pink morsel,1623.0,2018-06-01,south
pink morsel,1665.0,2018-06-01,east
pink morsel,1671.0,2018-06-01,west
gold morsel,5234.76,2018-06-01,north
gold morsel,5834.16,2018-06-01,south
gold morsel,5594.400000000001,2018-06-01,east
gold morsel,5604.39,2018-06-01,west
magenta morsel,1367.5,2018-06-01,north
magenta morsel,1490.0,2018-06-01,south
magenta morsel,1397.5,2018-06-01,east
magenta morsel,1325.0,2018-06-01,west
chartreuse morsel,1782.0,2018-06-01,north
chartreuse morsel,1716.0,2018-06-01,south
chartreuse morsel,1542.0,2018-06-01,east
chartreuse morsel,1719.0,2018-06-01,west
periwinkle morsel,705.0,2018-06-01,north
periwinkle morsel,732.5,2018-06-01,south
periwinkle morsel,672.5,2018-06-01,east
periwinkle morsel,680.0,2018-06-01,west
vermilion morsel,2849.29,2018-06-01,north
vermilion morsel,2744.5,2018-06-01,south
vermilion morsel,2929.13,2018-06-01,east
vermilion morsel,2799.3900000000003,2018-06-01,west
lapis morsel,1152.21,2018-06-01,north
lapis morsel,1088.53,2018-06-01,south
lapis morsel,1010.92,2018-06-01,east
lapis morsel,1122.36,2018-06-01,west
pink morsel,1752.0,2018-06-02,north
pink morsel,1707.0,2018-06-02,south
pink morsel,1797.0,2018-06-02,east
pink morsel,1668.0,2018-06-02,west
gold morsel,5754.24,2018-06-02,north
gold morsel,5214.78,2018-06-02,south
gold morsel,5184.81,2018-06-02,east
gold morsel,5274.72,2018-06-02,west
magenta morsel,1307.5,2018-06-02,north
magenta morsel,1417.5,2018-06-02,south
magenta morsel,1452.5,2018-06-02,east
magenta morsel,1255.0,2018-06-02,west
chartreuse morsel,1794.0,2018-06-02,north
chartreuse morsel,1674.0,2018-06-02,south
chartreuse morsel,1776.0,2018-06-02,east
chartreuse morsel,1719.0,2018-06-02,west
periwinkle morsel,671.25,2018-06-02,north
periwinkle morsel,663.75,2018-06-02,south
periwinkle morsel,682.5,2018-06-02,east
periwinkle morsel,641.25,2018-06-02,west
vermilion morsel,2834.32,2018-06-02,north
vermilion morsel,2774.44,2018-06-02,south
vermilion morsel,2549.8900000000003,2018-06-02,east
vermilion morsel,2824.34,2018-06-02,west
lapis morsel,1078.58,2018-06-02,north
lapis morsel,1088.53,2018-06-02,south
lapis morsel,1188.03,2018-06-02,east
lapis morsel,1152.21,2018-06-02,west
pink morsel,1596.0,2018-06-03,north
pink morsel,1503.0,2018-06-03,south
pink morsel,1578.0,2018-06-03,east
pink morsel,1680.0,2018-06-03,west
gold morsel,5554.4400000000005,2018-06-03,north
gold morsel,5344.650000000001,2018-06-03,south
gold morsel,5454.54,2018-06-03,east
gold morsel,5504.49,2018-06-03,west
magenta morsel,1472.5,2018-06-03,north
magenta morsel,1315.0,2018-06-03,south
magenta morsel,1305.0,2018-06-03,east
magenta morsel,1337.5,2018-06-03,west
chartreuse morsel,1617.0,2018-06-03,north
chartreuse morsel,1557.0,2018-06-03,south
chartreuse morsel,1587.0,2018-06-03,east
chartreuse morsel,1512.0,2018-06-03,west
periwinkle morsel,638.75,2018-06-03,north
periwinkle morsel,740.0,2018-06-03,south
periwinkle morsel,722.5,2018-06-03,east
periwinkle morsel,720.0,2018-06-03,west
vermilion morsel,2509.9700000000003,2018-06-03,north
vermilion morsel,2994.0,2018-06-03,south
vermilion morsel,2974.04,2018-06-03,east
vermilion morsel,2949.09,2018-06-03,west
lapis morsel,1030.82,2018-06-03,north
lapis morsel,1034.8,2018-06-03,south
lapis morsel,1142.26,2018-06-03,east
lapis morsel,996.99,2018-06-03,west
pink morsel,1608.0,2018-06-04,north
pink morsel,1683.0,2018-06-04,south
pink morsel,1572.0,2018-06-04,east
pink morsel,1656.0,2018-06-04,west
gold morsel,5394.6,2018-06-04,north
gold morsel,5614.38,2018-06-04,south
gold morsel,5094.900000000001,2018-06-04,east
gold morsel,5924.07,2018-06-04,west
magenta morsel,1490.0,2018-06-04,north
magenta morsel,1390.0,2018-06-04,south
magenta morsel,1265.0,2018-06-04,east
magenta morsel,1450.0,2018-06-04,west
chartreuse morsel,1587.0,2018-06-04,north
chartreuse morsel,1509.0,2018-06-04,south
chartreuse morsel,1638.0,2018-06-04,east
chartreuse morsel,1536.0,2018-06-04,west
periwinkle morsel,673.75,2018-06-04,north
periwinkle morsel,686.25,2018-06-04,south
periwinkle morsel,688.75,2018-06-04,east
periwinkle morsel,647.5,2018-06-04,west
vermilion morsel,2774.44,2018-06-04,north
vermilion morsel,2564.86,2018-06-04,south
vermilion morsel,2639.71,2018-06-04,east
vermilion morsel,2719.55,2018-06-04,west
lapis morsel,1056.69,2018-06-04,north
lapis morsel,1170.12,2018-06-04,south
lapis morsel,1156.19,2018-06-04,east
lapis morsel,1094.5,2018-06-04,west
pink morsel,1713.0,2018-06-05,north
pink morsel,1698.0,2018-06-05,south
pink morsel,1557.0,2018-06-05,east
pink morsel,1782.0,2018-06-05,west
gold morsel,5004.99,2018-06-05,north
gold morsel,5904.09,2018-06-05,south
gold morsel,5324.67,2018-06-05,east
gold morsel,5534.46,2018-06-05,west
magenta morsel,1332.5,2018-06-05,north
magenta morsel,1277.5,2018-06-05,south
magenta morsel,1322.5,2018-06-05,east
magenta morsel,1355.0,2018-06-05,west
chartreuse morsel,1563.0,2018-06-05,north
chartreuse morsel,1725.0,2018-06-05,south
chartreuse morsel,1722.0,2018-06-05,east
chartreuse morsel,1581.0,2018-06-05,west
periwinkle morsel,661.25,2018-06-05,north
periwinkle morsel,727.5,2018-06-05,south
periwinkle morsel,741.25,2018-06-05,east
periwinkle morsel,725.0,2018-06-05,west
vermilion morsel,2804.38,2018-06-05,north
vermilion morsel,2609.77,2018-06-05,south
vermilion morsel,2899.19,2018-06-05,east
vermilion morsel,2899.19,2018-06-05,west
lapis morsel,1076.59,2018-06-05,north
lapis morsel,998.98,2018-06-05,south
lapis morsel,998.98,2018-06-05,east
lapis morsel,1032.81,2018-06-05,west
pink morsel,1695.0,2018-06-06,north
pink morsel,1680.0,2018-06-06,south
pink morsel,1761.0,2018-06-06,east
pink morsel,1659.0,2018-06-06,west
gold morsel,5084.91,2018-06-06,north
gold morsel,5664.33,2018-06-06,south
gold morsel,5814.18,2018-06-06,east
gold morsel,5764.2300000000005,2018-06-06,west
magenta morsel,1382.5,2018-06-06,north
magenta morsel,1405.0,2018-06-06,south
magenta morsel,1447.5,2018-06-06,east
magenta morsel,1395.0,2018-06-06,west
chartreuse morsel,1545.0,2018-06-06,north
chartreuse morsel,1629.0,2018-06-06,south
chartreuse morsel,1659.0,2018-06-06,east
chartreuse morsel,1545.0,2018-06-06,west
periwinkle morsel,670.0,2018-06-06,north
periwinkle morsel,722.5,2018-06-06,south
periwinkle morsel,625.0,2018-06-06,east
periwinkle morsel,690.0,2018-06-06,west
vermilion morsel,2495.0,2018-06-06,north
vermilion morsel,2959.07,2018-06-06,south
vermilion morsel,2589.81,2018-06-06,east
vermilion morsel,2579.83,2018-06-06,west
lapis morsel,1050.72,2018-06-06,north
lapis morsel,1170.12,2018-06-06,south
lapis morsel,1018.88,2018-06-06,east
lapis morsel,1162.16,2018-06-06,west
pink morsel,1518.0,2018-06-07,north
pink morsel,1572.0,2018-06-07,south
pink morsel,1785.0,2018-06-07,east
pink morsel,1557.0,2018-06-07,west
gold morsel,5324.67,2018-06-07,north
gold morsel,5144.85,2018-06-07,south
gold morsel,5104.89,2018-06-07,east
gold morsel,5214.78,2018-06-07,west
magenta morsel,1302.5,2018-06-07,north
magenta morsel,1415.0,2018-06-07,south
magenta morsel,1390.0,2018-06-07,east
magenta morsel,1262.5,2018-06-07,west
chartreuse morsel,1779.0,2018-06-07,north
chartreuse morsel,1584.0,2018-06-07,south
chartreuse morsel,1566.0,2018-06-07,east
chartreuse morsel,1725.0,2018-06-07,west
periwinkle morsel,660.0,2018-06-07,north
periwinkle morsel,732.5,2018-06-07,south
periwinkle morsel,665.0,2018-06-07,east
periwinkle morsel,640.0,2018-06-07,west
vermilion morsel,2859.27,2018-06-07,north
vermilion morsel,2744.5,2018-06-07,south
vermilion morsel,2954.08,2018-06-07,east
vermilion morsel,2569.85,2018-06-07,west
lapis morsel,1194.0,2018-06-07,north
lapis morsel,1046.74,2018-06-07,south
lapis morsel,1150.22,2018-06-07,east
lapis morsel,1112.41,2018-06-07,west
pink morsel,1719.0,2018-06-08,north
pink morsel,1677.0,2018-06-08,south
pink morsel,1695.0,2018-06-08,east
pink morsel,1602.0,2018-06-08,west
gold morsel,5804.1900000000005,2018-06-08,north
gold morsel,5234.76,2018-06-08,south
gold morsel,5154.84,2018-06-08,east
gold morsel,5924.07,2018-06-08,west
magenta morsel,1485.0,2018-06-08,north
magenta morsel,1490.0,2018-06-08,south
magenta morsel,1330.0,2018-06-08,east
magenta morsel,1445.0,2018-06-08,west
chartreuse morsel,1566.0,2018-06-08,north
chartreuse morsel,1506.0,2018-06-08,south
chartreuse morsel,1593.0,2018-06-08,east
chartreuse morsel,1503.0,2018-06-08,west
periwinkle morsel,647.5,2018-06-08,north
periwinkle morsel,648.75,2018-06-08,south
periwinkle morsel,727.5,2018-06-08,east
periwinkle morsel,672.5,2018-06-08,west
vermilion morsel,2959.07,2018-06-08,north
vermilion morsel,2784.42,2018-06-08,south
vermilion morsel,2649.69,2018-06-08,east
vermilion morsel,2974.04,2018-06-08,west
lapis morsel,995.0,2018-06-08,north
lapis morsel,1036.79,2018-06-08,south
lapis morsel,1024.85,2018-06-08,east
lapis morsel,1058.68,2018-06-08,west
pink morsel,1782.0,2018-06-09,north
pink morsel,1773.0,2018-06-09,south
pink morsel,1656.0,2018-06-09,east
pink morsel,1665.0,2018-06-09,west
gold morsel,5584.41,2018-06-09,north
gold morsel,5924.07,2018-06-09,south
gold morsel,4995.0,2018-06-09,east
gold morsel,5314.68,2018-06-09,west
magenta morsel,1417.5,2018-06-09,north
magenta morsel,1327.5,2018-06-09,south
magenta morsel,1305.0,2018-06-09,east
magenta morsel,1462.5,2018-06-09,west
chartreuse morsel,1797.0,2018-06-09,north
chartreuse morsel,1635.0,2018-06-09,south
chartreuse morsel,1677.0,2018-06-09,east
chartreuse morsel,1692.0,2018-06-09,west
periwinkle morsel,651.25,2018-06-09,north
periwinkle morsel,628.75,2018-06-09,south
periwinkle morsel,670.0,2018-06-09,east
periwinkle morsel,730.0,2018-06-09,west
vermilion morsel,2824.34,2018-06-09,north
vermilion morsel,2929.13,2018-06-09,south
vermilion morsel,2659.67,2018-06-09,east
vermilion morsel,2849.29,2018-06-09,west
lapis morsel,1146.24,2018-06-09,north
lapis morsel,1116.39,2018-06-09,south
lapis morsel,1162.16,2018-06-09,east
lapis morsel,1088.53,2018-06-09,west
pink morsel,1578.0,2018-06-10,north
pink morsel,1641.0,2018-06-10,south
pink morsel,1737.0,2018-06-10,east
pink morsel,1557.0,2018-06-10,west
gold morsel,5224.77,2018-06-10,north
gold morsel,5654.34,2018-06-10,south
gold morsel,5934.06,2018-06-10,east
gold morsel,5954.04,2018-06-10,west
magenta morsel,1275.0,2018-06-10,north
magenta morsel,1367.5,2018-06-10,south
magenta morsel,1335.0,2018-06-10,east
magenta morsel,1267.5,2018-06-10,west
chartreuse morsel,1713.0,2018-06-10,north
chartreuse morsel,1776.0,2018-06-10,south
chartreuse morsel,1671.0,2018-06-10,east
chartreuse morsel,1503.0,2018-06-10,west
periwinkle morsel,738.75,2018-06-10,north
periwinkle morsel,633.75,2018-06-10,south
periwinkle morsel,645.0,2018-06-10,east
periwinkle morsel,706.25,2018-06-10,west
vermilion morsel,2514.96,2018-06-10,north
vermilion morsel,2594.8,2018-06-10,south
vermilion morsel,2594.8,2018-06-10,east
vermilion morsel,2544.9,2018-06-10,west
lapis morsel,1136.29,2018-06-10,north
lapis morsel,1184.05,2018-06-10,south
lapis morsel,1024.85,2018-06-10,east
lapis morsel,1060.67,2018-06-10,west
pink morsel,1788.0,2018-06-11,north
pink morsel,1677.0,2018-06-11,south
pink morsel,1698.0,2018-06-11,east
pink morsel,1728.0,2018-06-11,west
gold morsel,5664.33,2018-06-11,north
gold morsel,5614.38,2018-06-11,south
gold morsel,5594.400000000001,2018-06-11,east
gold morsel,5914.08,2018-06-11,west
magenta morsel,1367.5,2018-06-11,north
magenta morsel,1392.5,2018-06-11,south
magenta morsel,1300.0,2018-06-11,east
magenta morsel,1370.0,2018-06-11,west
chartreuse morsel,1686.0,2018-06-11,north
chartreuse morsel,1641.0,2018-06-11,south
chartreuse morsel,1755.0,2018-06-11,east
chartreuse morsel,1599.0,2018-06-11,west
periwinkle morsel,731.25,2018-06-11,north
periwinkle morsel,626.25,2018-06-11,south
periwinkle morsel,671.25,2018-06-11,east
periwinkle morsel,665.0,2018-06-11,west
vermilion morsel,2984.02,2018-06-11,north
vermilion morsel,2519.9500000000003,2018-06-11,south
vermilion morsel,2495.0,2018-06-11,east
vermilion morsel,2584.82,2018-06-11,west
lapis morsel,1178.08,2018-06-11,north
lapis morsel,1048.73,2018-06-11,south
lapis morsel,1140.27,2018-06-11,east
lapis morsel,1064.65,2018-06-11,west
pink morsel,1776.0,2018-06-12,north
pink morsel,1551.0,2018-06-12,south
pink morsel,1548.0,2018-06-12,east
pink morsel,1542.0,2018-06-12,west
gold morsel,5834.16,2018-06-12,north
gold morsel,5294.7,2018-06-12,south
gold morsel,5784.21,2018-06-12,east
gold morsel,5664.33,2018-06-12,west
magenta morsel,1377.5,2018-06-12,north
magenta morsel,1292.5,2018-06-12,south
magenta morsel,1495.0,2018-06-12,east
magenta morsel,1455.0,2018-06-12,west
chartreuse morsel,1719.0,2018-06-12,north
chartreuse morsel,1617.0,2018-06-12,south
chartreuse morsel,1725.0,2018-06-12,east
chartreuse morsel,1635.0,2018-06-12,west
periwinkle morsel,741.25,2018-06-12,north
periwinkle morsel,708.75,2018-06-12,south
periwinkle morsel,670.0,2018-06-12,east
periwinkle morsel,690.0,2018-06-12,west
vermilion morsel,2824.34,2018-06-12,north
vermilion morsel,2794.4,2018-06-12,south
vermilion morsel,2954.08,2018-06-12,east
vermilion morsel,2744.5,2018-06-12,west
lapis morsel,1034.8,2018-06-12,north
lapis morsel,1078.58,2018-06-12,south
lapis morsel,1194.0,2018-06-12,east
lapis morsel,1136.29,2018-06-12,west
pink morsel,1683.0,2018-06-13,north
pink morsel,1683.0,2018-06-13,south
pink morsel,1572.0,2018-06-13,east
pink morsel,1683.0,2018-06-13,west
gold morsel,5134.86,2018-06-13,north
gold morsel,5634.36,2018-06-13,south
gold morsel,5464.53,2018-06-13,east
gold morsel,5394.6,2018-06-13,west
magenta morsel,1465.0,2018-06-13,north
magenta morsel,1292.5,2018-06-13,south
magenta morsel,1277.5,2018-06-13,east
magenta morsel,1462.5,2018-06-13,west
chartreuse morsel,1785.0,2018-06-13,north
chartreuse morsel,1686.0,2018-06-13,south
chartreuse morsel,1764.0,2018-06-13,east
chartreuse morsel,1734.0,2018-06-13,west
periwinkle morsel,745.0,2018-06-13,north
periwinkle morsel,740.0,2018-06-13,south
periwinkle morsel,626.25,2018-06-13,east
periwinkle morsel,681.25,2018-06-13,west
vermilion morsel,2674.6400000000003,2018-06-13,north
vermilion morsel,2924.1400000000003,2018-06-13,south
vermilion morsel,2559.87,2018-06-13,east
vermilion morsel,2909.17,2018-06-13,west
lapis morsel,1110.42,2018-06-13,north
lapis morsel,1164.15,2018-06-13,south
lapis morsel,1164.15,2018-06-13,east
lapis morsel,1132.31,2018-06-13,west
pink morsel,1761.0,2018-06-14,north
pink morsel,1668.0,2018-06-14,south
pink morsel,1599.0,2018-06-14,east
pink morsel,1593.0,2018-06-14,west
gold morsel,5474.52,2018-06-14,north
gold morsel,5994.0,2018-06-14,south
gold morsel,5864.13,2018-06-14,east
gold morsel,5944.05,2018-06-14,west
magenta morsel,1410.0,2018-06-14,north
magenta morsel,1440.0,2018-06-14,south
magenta morsel,1460.0,2018-06-14,east
magenta morsel,1285.0,2018-06-14,west
chartreuse morsel,1632.0,2018-06-14,north
chartreuse morsel,1572.0,2018-06-14,south
chartreuse morsel,1683.0,2018-06-14,east
chartreuse morsel,1662.0,2018-06-14,west
periwinkle morsel,672.5,2018-06-14,north
periwinkle morsel,683.75,2018-06-14,south
periwinkle morsel,750.0,2018-06-14,east
periwinkle morsel,746.25,2018-06-14,west
vermilion morsel,2589.81,2018-06-14,north
vermilion morsel,2704.58,2018-06-14,south
vermilion morsel,2899.19,2018-06-14,east
vermilion morsel,2724.54,2018-06-14,west
lapis morsel,1108.43,2018-06-14,north
lapis morsel,1100.47,2018-06-14,south
lapis morsel,1012.91,2018-06-14,east
lapis morsel,1028.83,2018-06-14,west
pink morsel,1623.0,2018-06-15,north
pink morsel,1737.0,2018-06-15,south
pink morsel,1593.0,2018-06-15,east
pink morsel,1788.0,2018-06-15,west
gold morsel,5674.32,2018-06-15,north
gold morsel,5774.22,2018-06-15,south
gold morsel,5724.27,2018-06-15,east
gold morsel,5614.38,2018-06-15,west
magenta morsel,1347.5,2018-06-15,north
magenta morsel,1500.0,2018-06-15,south
magenta morsel,1430.0,2018-06-15,east
magenta morsel,1297.5,2018-06-15,west
chartreuse morsel,1653.0,2018-06-15,north
chartreuse morsel,1791.0,2018-06-15,south
chartreuse morsel,1746.0,2018-06-15,east
chartreuse morsel,1695.0,2018-06-15,west
periwinkle morsel,643.75,2018-06-15,north
periwinkle morsel,647.5,2018-06-15,south
periwinkle morsel,701.25,2018-06-15,east
periwinkle morsel,722.5,2018-06-15,west
vermilion morsel,2689.61,2018-06-15,north
vermilion morsel,2899.19,2018-06-15,south
vermilion morsel,2984.02,2018-06-15,east
vermilion morsel,2994.0,2018-06-15,west
lapis morsel,1020.87,2018-06-15,north
lapis morsel,1040.77,2018-06-15,south
lapis morsel,1186.04,2018-06-15,east
lapis morsel,1064.65,2018-06-15,west
pink morsel,1659.0,2018-06-16,north
pink morsel,1641.0,2018-06-16,south
pink morsel,1575.0,2018-06-16,east
pink morsel,1611.0,2018-06-16,west
gold morsel,5694.3,2018-06-16,north
gold morsel,5434.56,2018-06-16,south
gold morsel,5754.24,2018-06-16,east
gold morsel,5484.51,2018-06-16,west
magenta morsel,1332.5,2018-06-16,north
magenta morsel,1425.0,2018-06-16,south
magenta morsel,1332.5,2018-06-16,east
magenta morsel,1387.5,2018-06-16,west
chartreuse morsel,1650.0,2018-06-16,north
chartreuse morsel,1542.0,2018-06-16,south
chartreuse morsel,1677.0,2018-06-16,east
chartreuse morsel,1515.0,2018-06-16,west
periwinkle morsel,713.75,2018-06-16,north
periwinkle morsel,673.75,2018-06-16,south
periwinkle morsel,647.5,2018-06-16,east
periwinkle morsel,692.5,2018-06-16,west
vermilion morsel,2694.6,2018-06-16,north
vermilion morsel,2574.84,2018-06-16,south
vermilion morsel,2554.88,2018-06-16,east
vermilion morsel,2924.1400000000003,2018-06-16,west
lapis morsel,1052.71,2018-06-16,north
lapis morsel,1178.08,2018-06-16,south
lapis morsel,1192.01,2018-06-16,east
lapis morsel,1034.8,2018-06-16,west
pink morsel,1599.0,2018-06-17,north
pink morsel,1530.0,2018-06-17,south
pink morsel,1608.0,2018-06-17,east
pink morsel,1626.0,2018-06-17,west
gold morsel,5614.38,2018-06-17,north
gold morsel,5604.39,2018-06-17,south
gold morsel,5584.41,2018-06-17,east
gold morsel,5524.47,2018-06-17,west
magenta morsel,1385.0,2018-06-17,north
magenta morsel,1290.0,2018-06-17,south
magenta morsel,1415.0,2018-06-17,east
magenta morsel,1305.0,2018-06-17,west
chartreuse morsel,1701.0,2018-06-17,north
chartreuse morsel,1659.0,2018-06-17,south
chartreuse morsel,1698.0,2018-06-17,east
chartreuse morsel,1746.0,2018-06-17,west
periwinkle morsel,635.0,2018-06-17,north
periwinkle morsel,652.5,2018-06-17,south
periwinkle morsel,656.25,2018-06-17,east
periwinkle morsel,706.25,2018-06-17,west
vermilion morsel,2874.2400000000002,2018-06-17,north
vermilion morsel,2904.1800000000003,2018-06-17,south
vermilion morsel,2929.13,2018-06-17,east
vermilion morsel,2894.2000000000003,2018-06-17,west
lapis morsel,1022.86,2018-06-17,north
lapis morsel,1068.6299999999999,2018-06-17,south
lapis morsel,1138.28,2018-06-17,east
lapis morsel,1110.42,2018-06-17,west
pink morsel,1530.0,2018-06-18,north
pink morsel,1707.0,2018-06-18,south
pink morsel,1611.0,2018-06-18,east
pink morsel,1635.0,2018-06-18,west
gold morsel,5364.63,2018-06-18,north
gold morsel,5144.85,2018-06-18,south
gold morsel,5224.77,2018-06-18,east
gold morsel,5034.96,2018-06-18,west
magenta morsel,1375.0,2018-06-18,north
magenta morsel,1300.0,2018-06-18,south
magenta morsel,1402.5,2018-06-18,east
magenta morsel,1462.5,2018-06-18,west
chartreuse morsel,1680.0,2018-06-18,north
chartreuse morsel,1500.0,2018-06-18,south
chartreuse morsel,1641.0,2018-06-18,east
chartreuse morsel,1677.0,2018-06-18,west
periwinkle morsel,681.25,2018-06-18,north
periwinkle morsel,731.25,2018-06-18,south
periwinkle morsel,741.25,2018-06-18,east
periwinkle morsel,715.0,2018-06-18,west
vermilion morsel,2524.94,2018-06-18,north
vermilion morsel,2674.6400000000003,2018-06-18,south
vermilion morsel,2549.8900000000003,2018-06-18,east
vermilion morsel,2539.9100000000003,2018-06-18,west
lapis morsel,1022.86,2018-06-18,north
lapis morsel,1128.33,2018-06-18,south
lapis morsel,1114.4,2018-06-18,east
lapis morsel,1032.81,2018-06-18,west
pink morsel,1593.0,2018-06-19,north
pink morsel,1749.0,2018-06-19,south
pink morsel,1623.0,2018-06-19,east
pink morsel,1608.0,2018-06-19,west
gold morsel,5634.36,2018-06-19,north
gold morsel,5984.01,2018-06-19,south
gold morsel,5534.46,2018-06-19,east
gold morsel,5794.2,2018-06-19,west
magenta morsel,1412.5,2018-06-19,north
magenta morsel,1370.0,2018-06-19,south
magenta morsel,1310.0,2018-06-19,east
magenta morsel,1415.0,2018-06-19,west
chartreuse morsel,1524.0,2018-06-19,north
chartreuse morsel,1665.0,2018-06-19,south
chartreuse morsel,1620.0,2018-06-19,east
chartreuse morsel,1608.0,2018-06-19,west
periwinkle morsel,665.0,2018-06-19,north
periwinkle morsel,656.25,2018-06-19,south
periwinkle morsel,733.75,2018-06-19,east
periwinkle morsel,641.25,2018-06-19,west
vermilion morsel,2839.31,2018-06-19,north
vermilion morsel,2729.53,2018-06-19,south
vermilion morsel,2914.1600000000003,2018-06-19,east
vermilion morsel,2524.94,2018-06-19,west
lapis morsel,1084.55,2018-06-19,north
lapis morsel,1062.66,2018-06-19,south
lapis morsel,1098.48,2018-06-19,east
lapis morsel,1052.71,2018-06-19,west
pink morsel,1665.0,2018-06-20,north
pink morsel,1659.0,2018-06-20,south
pink morsel,1734.0,2018-06-20,east
pink morsel,1557.0,2018-06-20,west
gold morsel,5774.22,2018-06-20,north
gold morsel,5814.18,2018-06-20,south
gold morsel,5004.99,2018-06-20,east
gold morsel,5084.91,2018-06-20,west
magenta morsel,1480.0,2018-06-20,north
magenta morsel,1282.5,2018-06-20,south
magenta morsel,1417.5,2018-06-20,east
magenta morsel,1387.5,2018-06-20,west
chartreuse morsel,1605.0,2018-06-20,north
chartreuse morsel,1602.0,2018-06-20,south
chartreuse morsel,1557.0,2018-06-20,east
chartreuse morsel,1596.0,2018-06-20,west
periwinkle morsel,750.0,2018-06-20,north
periwinkle morsel,626.25,2018-06-20,south
periwinkle morsel,696.25,2018-06-20,east
periwinkle morsel,743.75,2018-06-20,west
vermilion morsel,2959.07,2018-06-20,north
vermilion morsel,2684.62,2018-06-20,south
vermilion morsel,2634.7200000000003,2018-06-20,east
vermilion morsel,2894.2000000000003,2018-06-20,west
lapis morsel,1146.24,2018-06-20,north
lapis morsel,1046.74,2018-06-20,south
lapis morsel,1176.09,2018-06-20,east
lapis morsel,1080.57,2018-06-20,west
pink morsel,1797.0,2018-06-21,north
pink morsel,1587.0,2018-06-21,south
pink morsel,1557.0,2018-06-21,east
pink morsel,1542.0,2018-06-21,west
gold morsel,4995.0,2018-06-21,north
gold morsel,5134.86,2018-06-21,south
gold morsel,5564.43,2018-06-21,east
gold morsel,5284.71,2018-06-21,west
magenta morsel,1282.5,2018-06-21,north
magenta morsel,1380.0,2018-06-21,south
magenta morsel,1490.0,2018-06-21,east
magenta morsel,1325.0,2018-06-21,west
chartreuse morsel,1722.0,2018-06-21,north
chartreuse morsel,1536.0,2018-06-21,south
chartreuse morsel,1602.0,2018-06-21,east
chartreuse morsel,1800.0,2018-06-21,west
periwinkle morsel,636.25,2018-06-21,north
periwinkle morsel,660.0,2018-06-21,south
periwinkle morsel,651.25,2018-06-21,east
periwinkle morsel,645.0,2018-06-21,west
vermilion morsel,2744.5,2018-06-21,north
vermilion morsel,2774.44,2018-06-21,south
vermilion morsel,2759.4700000000003,2018-06-21,east
vermilion morsel,2889.21,2018-06-21,west
lapis morsel,1176.09,2018-06-21,north
lapis morsel,1034.8,2018-06-21,south
lapis morsel,1064.65,2018-06-21,east
lapis morsel,1080.57,2018-06-21,west
pink morsel,1743.0,2018-06-22,north
pink morsel,1797.0,2018-06-22,south
pink morsel,1686.0,2018-06-22,east
pink morsel,1683.0,2018-06-22,west
gold morsel,5734.26,2018-06-22,north
gold morsel,5414.58,2018-06-22,south
gold morsel,5354.64,2018-06-22,east
gold morsel,5554.4400000000005,2018-06-22,west
magenta morsel,1450.0,2018-06-22,north
magenta morsel,1432.5,2018-06-22,south
magenta morsel,1495.0,2018-06-22,east
magenta morsel,1345.0,2018-06-22,west
chartreuse morsel,1578.0,2018-06-22,north
chartreuse morsel,1578.0,2018-06-22,south
chartreuse morsel,1563.0,2018-06-22,east
chartreuse morsel,1710.0,2018-06-22,west
periwinkle morsel,741.25,2018-06-22,north
periwinkle morsel,636.25,2018-06-22,south
periwinkle morsel,732.5,2018-06-22,east
periwinkle morsel,693.75,2018-06-22,west
vermilion morsel,2509.9700000000003,2018-06-22,north
vermilion morsel,2834.32,2018-06-22,south
vermilion morsel,2974.04,2018-06-22,east
vermilion morsel,2719.55,2018-06-22,west
lapis morsel,1076.59,2018-06-22,north
lapis morsel,1112.41,2018-06-22,south
lapis morsel,1130.32,2018-06-22,east
lapis morsel,1070.62,2018-06-22,west
pink morsel,1791.0,2018-06-23,north
pink morsel,1554.0,2018-06-23,south
pink morsel,1695.0,2018-06-23,east
pink morsel,1566.0,2018-06-23,west
gold morsel,5534.46,2018-06-23,north
gold morsel,5604.39,2018-06-23,south
gold morsel,5524.47,2018-06-23,east
gold morsel,5354.64,2018-06-23,west
magenta morsel,1322.5,2018-06-23,north
magenta morsel,1285.0,2018-06-23,south
magenta morsel,1275.0,2018-06-23,east
magenta morsel,1350.0,2018-06-23,west
chartreuse morsel,1569.0,2018-06-23,north
chartreuse morsel,1650.0,2018-06-23,south
chartreuse morsel,1515.0,2018-06-23,east
chartreuse morsel,1587.0,2018-06-23,west
periwinkle morsel,705.0,2018-06-23,north
periwinkle morsel,721.25,2018-06-23,south
periwinkle morsel,747.5,2018-06-23,east
periwinkle morsel,677.5,2018-06-23,west
vermilion morsel,2694.6,2018-06-23,north
vermilion morsel,2994.0,2018-06-23,south
vermilion morsel,2794.4,2018-06-23,east
vermilion morsel,2739.51,2018-06-23,west
lapis morsel,1166.14,2018-06-23,north
lapis morsel,1188.03,2018-06-23,south
lapis morsel,1096.49,2018-06-23,east
